timestamp,total_mb,used_mb,free_mb,available_mb,swap_used_mb,swap_free_mb
1763844443,15698,3510,9246,12188,2186,26829
1763844448,15698,3582,9067,12116,2186,26829
1763844453,15698,5038,6218,10660,2186,26829
1763844457,15698,8065,2793,7633,2186,26829
1763844461,15698,10203,520,5495,2186,26829
