timestamp,total_mb,used_mb,free_mb,available_mb,swap_used_mb,swap_free_mb
1763845005,15698,3475,10487,12223,2671,26344
1763845007,15698,3467,10480,12231,2671,26344
1763845009,15698,3514,10131,12184,2671,26344
1763845011,15698,3510,10133,12188,2671,26344
1763845014,15698,3651,9463,12047,2671,26344
