timestamp,total_mb,used_mb,free_mb,available_mb,swap_used_mb,swap_free_mb
1763839621,15698,3140,5831,12558,2253,26762
1763839623,15698,3228,5475,12470,2253,26762
1763839625,15698,4037,3528,11661,2253,26762
1763839628,15698,5026,2127,10672,2253,26762
1763839631,15698,6363,441,9335,2253,26762
